No.,Source,Be Known as ,Original Name,Pen Names ,,,,,,,,,,,,,,,,,,,,,,,,,,
123,《香港文學作家傳略》,王亭之,談錫永,孔百通,張之石,陳易,薛永頤,,,,,,,,,,,,,,,,,,,,,,,
124,《香港文學作家傳略》,王偉明,same as column 1,王淙,偉明,蘇舜,藍青天,,,,,,,,,,,,,,,,,,,,,,,
125,《香港文學作家傳略》,王無邪,same as column 1,王松基,,,,,,,,,,,,,,,,,,,,,,,,,,
126,《香港文學作家傳略》,王椰林,same as column 1,柳扶風,魯繼人,東方椰林,王守行,柳公,五守行,,,,,,,,,,,,,,,,,,,,,
127,《香港文學作家傳略》,王業隆,same as column 1,王文翔,王彤,王維之,,,,,,,,,,,,,,,,,,,,,,,,
128,《香港文學作家傳略》,王敬羲,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,《香港文學作家傳略》,王潔心,same as column 1,蕭瑤,海蓮,谷蘭,胡晝,,,,,,,,,,,,,,,,,,,,,,,
130,《香港文學作家傳略》,王璞,same as column 1,多多,嚴曉,,,,,,,,,,,,,,,,,,,,,,,,,
131,《香港文學作家傳略》,王曉堤,王毅漢,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,《香港文學作家傳略》,王鍇,same as column 1,王楚金,楚金,金皆,麥歇鍇,,,,,,,,,,,,,,,,,,,,,,,
133,《香港文學作家傳略》,天涯,蘇允岱,蘇一多,芳草,蓮兒,,,,,,,,,,,,,,,,,,,,,,,,
134,《香港文學作家傳略》,毛孟靜,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,《香港文學作家傳略》,尹懷文,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,《香港文學作家傳略》,巴桐,蘇梓敬,巴童,鄭梓敬,,,,,,,,,,,,,,,,,,,,,,,,,
137,《香港文學作家傳略》,孔昭,孔淑霞,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,《香港文學作家傳略》,幻影,陳克寬,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,《香港文學作家傳略》,水禾田,潘炯榮,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,《香港文學作家傳略》,平可,岑卓雲,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,《香港文學作家傳略》,甘當炎,same as column 1,西連江,寧非,,,,,,,,,,,,,,,,,,,,,,,,,
142,《香港文學作家傳略》,甘豐穗,甘兆光,祝永平,俞集,沙坡野,貝莎,,,,,,,,,,,,,,,,,,,,,,,
143,《香港文學作家傳略》,古蒼梧,古兆申,傅一石,顧耳,藍山居,,,,,,,,,,,,,,,,,,,,,,,,
144,《香港文學作家傳略》,古劍,辜健,康馥,鄭羽,孤爾,,,,,,,,,,,,,,,,,,,,,,,,
145,《香港文學作家傳略》,古德明,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,《香港文學作家傳略》,石人,梁小中,曉翁,寶石,石天,,,,,,,,,,,,,,,,,,,,,,,,
147,《香港文學作家傳略》,石貝,歐陽碧,梁司蘭,,,,,,,,,,,,,,,,,,,,,,,,,,
148,《香港文學作家傳略》,石琪,黃志強,冷宜,黃強,,,,,,,,,,,,,,,,,,,,,,,,,
149,《香港文學作家傳略》,禾迪,駱燕平,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,《香港文學作家傳略》,白洛,白樂成,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,《香港文學作家傳略》,白福臻,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,《香港文學作家傳略》,白韻琴,same as column 1,紅牡丹,,,,,,,,,,,,,,,,,,,,,,,,,,
153,《香港文學作家傳略》,司空明,周鼎,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,《香港文學作家傳略》,司馬璐,馬義,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,《香港文學作家傳略》,江上舟,周昌偉,舟慧,周偉,,,,,,,,,,,,,,,,,,,,,,,,,
156,《香港文學作家傳略》,江李志豪,same as column 1,李晶,敏翔,劉蕙心,劉懷之,,,,,,,,,,,,,,,,,,,,,,,
157,《香港文學作家傳略》,亦舒,倪亦舒,梅峯,梅峰,依莎貝,衣莎貝,玫瑰,阿妹,,,,,,,,,,,,,,,,,,,,,
158,《香港文學作家傳略》,西西,張彥,倫士,凱旋門,藍馬店,十行,南南,多默,小米素,小紅花,尚．連尼卡,序曲,店主,張愛倫,心田,愛倫,星火,海倫,皇冠,藍子,莎揚娜拉,葉菁,蓁蓁,藍尼羅河,貝西,阿果,雪兒,青,青鳥
159,《香港文學作家傳略》,西茜凰,黃綺瑩,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,《香港文學作家傳略》,西維,高潔,龍飛立,高西維,,,,,,,,,,,,,,,,,,,,,,,,,
161,《香港文學作家傳略》,朱文楊,same as column 1,朱文揚,雁楓,聞思,嘉應子,華子,,,,,,,,,,,,,,,,,,,,,,
162,《香港文學作家傳略》,朱立,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,《香港文學作家傳略》,朱珺,朱壐輝,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,《香港文學作家傳略》,朱韻成,same as column 1,人木,,,,,,,,,,,,,,,,,,,,,,,,,,
165,《香港文學作家傳略》,伍美心,伍麗萍,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,《香港文學作家傳略》,伊凡,孔慧怡,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,《香港文學作家傳略》,沈西城,葉關琦,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,《香港文學作家傳略》,宋詒瑞,same as column 1,伊蓮,,,,,,,,,,,,,,,,,,,,,,,,,,
169,《香港文學作家傳略》,辛其氏,簡慕嫻,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,《香港文學作家傳略》,杜良媞,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,《香港文學作家傳略》,杜杜,何國道,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,《香港文學作家傳略》,杜國威,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,《香港文學作家傳略》,杜漸,李文健,穆川,李芃,孟德林,李岳,,,,,,,,,,,,,,,,,,,,,,,
174,《香港文學作家傳略》,李文耀,same as column 1,雪茄李,,,,,,,,,,,,,,,,,,,,,,,,,,
175,《香港文學作家傳略》,李立明,same as column 1,李子行,李世揚,白藍,李海眉,瑩明,清流,梁良樑,麥巷,甄文正,力鳴,紀叟,祝秀里,,,,,,,,,,,,,,,
176,《香港文學作家傳略》,李永山,same as column 1,李峯,李峰,,,,,,,,,,,,,,,,,,,,,,,,,
177,《香港文學作家傳略》,李男,陳麗嵐,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,《香港文學作家傳略》,李育中,same as column 1,李航,白廬,韋陀,李遠,馬葵生,,,,,,,,,,,,,,,,,,,,,,
179,《香港文學作家傳略》,李雨生,same as column 1,路易士,,,,,,,,,,,,,,,,,,,,,,,,,,
180,《香港文學作家傳略》,李怡,李秉堯,舒樺,齊辛,,,,,,,,,,,,,,,,,,,,,,,,,
181,《香港文學作家傳略》,李金鳳,same as column 1,徐芝,陳的曼,,,,,,,,,,,,,,,,,,,,,,,,,
182,《香港文學作家傳略》,李洛霞,黃珠華,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,《香港文學作家傳略》,李英豪,same as column 1,容冰川,余橫山,客冰川,,,,,,,,,,,,,,,,,,,,,,,,
184,《香港文學作家傳略》,李家樹,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,《香港文學作家傳略》,李純恩,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,《香港文學作家傳略》,李焯雄,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,《香港文學作家傳略》,李援華,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,《香港文學作家傳略》,李華川,李少華,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,《香港文學作家傳略》,李碧華,same as column 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,《香港文學作家傳略》,李遠榮,same as column 1,馬馳原,李梅山,,,,,,,,,,,,,,,,,,,,,,,,,
191,《香港文學作家傳略》,李維陵,李國樑,衛林,,,,,,,,,,,,,,,,,,,,,,,,,,
